IDENTIFICADOR_EMPRESA,EMPRESA,FECHA,ANIO,TRIMESTRE,HORA,COD_DANE,DEPARTAMENTO,MUNICIPIO,CENTRO_POBLADO,UBICACION,SEXO,EDAD,TIPO_IDENTIFICACION,VINCULADO_EMPRESA,TIPO_VINCULACION,GRADO_ESCOLARIDAD,TIEMPO_VINCULACION,SECCION_EMPRESA,TIPO_LESION,ORIGEN_ACCIDENTE,CAUSA_ACCIDENTE,MEDIDAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/18/2016,2017,4,14:00:00,70670000,SUCRE,SAMPUES,SAMPUES,CENTRO POBLADO,M,21,C.C.,N,NO APLICA,BACHILLER,11111,Otro - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,LOS OPERARRIOS DE LECTRICARIBE COMOMMEDIDA PREVENTIVA RETIRARON LOS CABLES DE LA RED DE BAJA TENSION QUE SE ENCONTRABAN EN EL SUELO
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2012-07-06 00:00:00,2012,2,06:30:00,54553000,NORTE DE SANTANDER,PUERTO SANTANDER,PUERTO SANTANDER,ZONA RURAL DISPERSA,F,35,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,DesatenciÃ³n de normas tÃ©cnicas,TensiÃ³n Contacto,Sensibilizacion y socializacion con la comunidad sobre la no manipulacion de las redes electricas y la no instalacion fraudulenta de acometidas y otros elementos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/20/2011,2011,3,14:47:00,44378000,LA GUAJIRA,HATONUEVO,HATONUEVO,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,Contacto Directo,SE AISLÃ¯Â¿Â¿ RETENIDA SECUNDARIA.
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,02/28/2011,2011,2,10:30:00,86320001,PUTUMAYO,ORITO,LA TESALIA,ZONA RURAL DISPERSA,M,39,C.C.,S,PLANTA,BACHILLER,25,OperaciÃ³n - DistribuciÃ³n,Otra,Otra,Otra,39
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,06/24/2013,2013,2,09:30:00,54239003,NORTE DE SANTANDER,DURANIA,LA CUCHILLA,ZONA RURAL DISPERSA,M,33,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,Fallas de aislamiento,Contacto Directo,SocializaciondelRiesgoElectricoydelaccidenteenreuniondejefaturadeturnoysolicitudderevisionyoajustedeproteccionescircuitoPALDONJUANA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/23/2017,2017,4,18:00:00,47745000,MAGDALENA,SITIONUEVO,SITIONUEVO,SECTOR URBANO,M,23,OTRO,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,Se realiza inspeccion tecnica y se recomienda a los usuarios solicitar estos trbajos de poda a la compania para ser realizados por las brigadas del sector
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/29/2013,2013,4,16:30:00,20013000,CESAR,AGUSTIN CODAZZI,AGUSTIN CODAZZI,SECTOR URBANO,M,47,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,OperaciÃ³n - DistribuciÃ³n,Traumatismos,Otra,Otra,Se procedio a reparar la linea averiada
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,09/30/2010,2010,3,10:30:00,5376000,ANTIOQUIA,LA CEJA,LA CEJA,ZONA RURAL DISPERSA,M,36,C.C.,S,CONTRATISTA,BACHILLER,11111,Otro - ComercializaciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,2
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2012-10-05 00:00:00,2012,2,15:00:00,86865000,PUTUMAYO,VALLE DEL GUAMUEZ,LA HORMIGA,ZONA RURAL DISPERSA,M,43,C.C.,S,PLANTA,BACHILLER,29,Otro - DistribuciÃ³n,Otra,Otra,Otra,39
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2017-11-07 00:00:00,2017,3,11:39:00,68679000,SANTANDER,SAN GIL,SAN GIL,SECTOR URBANO,M,40,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Directo,inspeccion en sitio
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2013-04-02 00:00:00,2013,1,01:24:00,47001027,MAGDALENA,SANTA MARTA,MARKETALIA (PALOMINITO),CENTRO POBLADO,M,43,OTRO,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,No se realizo medida ya que no hubo ninguna falla evidente en el circuito El accidentado violo la distancia de seguridad de la red de media tension
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2013-10-11 00:00:00,2013,4,10:24:00,54553000,NORTE DE SANTANDER,PUERTO SANTANDER,PUERTO SANTANDER,SECTOR URBANO,F,56,N.N.,N,NO APLICA,OTRO,11111,,Muerte,Fallas a tierra,Contacto Indirecto,Son a cargo del usuario  el dano presentado no esta bajo responsabilidad de CENS este realizo campanas de promocion y prevencion hacia el riesgo electrico
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2014-02-05 00:00:00,2014,2,10:13:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,
536.0,CELSIA COLOMBIA S.A. E.S.P.,07/19/2018,2018,3,17:40:00,76520022,VALLE DEL CAUCA,PALMIRA,MATAPALO,ZONA RURAL DISPERSA,M,29,C.C.,N,NO APLICA,BACHILLER TÃ‰CNICO,11111,OperaciÃ³n - TransmisiÃ³n,Quemaduras,Otra,TensiÃ³n Contacto,CONEXION A LA RED DE LOS EQUIPOS UNA VEZ SE ENCUENTREN DEBIDAMENTE INSTALADOS
536.0,CELSIA COLOMBIA S.A. E.S.P.,02/22/2016,2016,1,11:30:00,76377004,VALLE DEL CAUCA,LA CUMBRE,PAVAS,ZONA RURAL DISPERSA,M,31,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Contacto Indirecto,La casa se construyo por debajo de la red primaria desde la losa a la red esta a 2 con 80 M hace 5 meses para lo cual se envio comunicado a Planeacion Muncipal del Municipio de La Cumbre haciendo referencia sobre el Reglamento Tecnico de Instalaciones elctricas
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,01/25/2013,2013,1,17:20:00,86568000,PUTUMAYO,PUERTO ASIS,PUERTO ASIS,SECTOR URBANO,M,34,C.C.,S,CONTRATISTA,TECNÃ“LOGO,10,Labores de ComercializaciÃ³n,Otra,Otra,Otra,39
600.0,ELECTRIFICADORA DEL META S.A. E.S.P.,06/18/2019,2019,2,01:00:00,50001000,META,VILLAVICENCIO,VILLAVICENCIO,ZONA RURAL DISPERSA,M,1,N.N.,N,NO APLICA,TÃ‰CNICO,11111,,Muerte,Impericia en operaciÃ³n,Contacto Directo,CARTILLA DEL USUARIO
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,03/31/2012,2012,1,10:27:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,37,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,ViolaciÃ³n de Ã¡reas restringidas,Contacto Indirecto,NO REQUIERE
23442.0,COMPAÃ‘IA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2016-02-09 00:00:00,2016,3,18:40:00,86001000,PUTUMAYO,MOCOA,MOCOA,ZONA RURAL DISPERSA,M,42,C.C.,S,CONTRATISTA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,Solicitar evidencia de charlas preoperacionales Solicitar mejorar competencias en liderazgo y trabajo en equipo Solicitar plan de reinduccion de manuales y procedimientos de CEO Incluir en procedimiento interno diligenciar formato de inspecciOn del trabajo a ejecutar Actualizar divulgar formato de inspeccion del trabajo en terreno incluyendo verificacion con SGD y riesgos asociados a la actividad
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2017-06-12 00:00:00,2017,4,18:46:00,76892000,VALLE DEL CAUCA,YUMBO,YUMBO,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,07/30/2011,2011,3,11:00:00,5664000,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,SAN PEDRO DE LOS MILAGROS,ZONA RURAL DISPERSA,M,34,C.C.,S,PLANTA,BACHILLER,101,Otro - DistribuciÃ³n,Otra,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,APLICAR LAS REGLAS DE ORO
2073.0,EMPRESA DE ENERGÃA DE PEREIRA S.A. ESP.,07/13/2010,2010,3,11:55:00,66001000,RISARALDA,PEREIRA,PEREIRA,SECTOR URBANO,M,63,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,2
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2013-08-08 00:00:00,2013,3,16:00:00,5425000,ANTIOQUIA,MACEO,MACEO,ZONA RURAL DISPERSA,M,24,C.C.,N,NO APLICA,OTRO,11111,OperaciÃ³n - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Directo,educacion al usuario para no manipular las redes de energia
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,09/15/2012,2012,3,15:00:00,86320000,PUTUMAYO,ORITO,ORITO,ZONA RURAL DISPERSA,M,28,C.C.,S,PLANTA,TECNÃ“LOGO,15,Otro - DistribuciÃ³n,Otra,Otra,Otra,39
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2012-07-09 00:00:00,2012,3,14:40:00,86569001,PUTUMAYO,PUERTO CAICEDO,SAN PEDRO,ZONA RURAL DISPERSA,M,25,C.C.,S,PLANTA,TECNÃ“LOGO,16,Otro - ComercializaciÃ³n,Otra,Otra,Otra,39
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,07/22/2017,2017,3,09:00:00,68418000,SANTANDER,LOS SANTOS,LOS SANTOS,ZONA RURAL DISPERSA,M,16,T.I.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Directo,inspeccion en sitio
595.0,EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP,2012-02-02 00:00:00,2012,1,17:00:00,25269000,CUNDINAMARCA,FACATATIVA,FACATATIVA,CENTRO POBLADO,M,42,C.C.,S,CONTRATISTA,BÃSICA PRIMARIA,87,Otro - ComercializaciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,GUARDAR DISTANCIAS DE SEGURIDAD Y APLICAR REGLAS DE ORO.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2014-08-08 00:00:00,2014,3,10:49:00,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,SECTOR URBANO,F,5,OTRO,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,Accidentes externos,Contacto Directo,La brigada retiro la acometida telefonica y al medir nuevamente el voltaje en la retenida fue de cero voltios
600.0,ELECTRIFICADORA DEL META S.A. E.S.P.,01/30/2014,2014,1,09:45:00,50313000,META,GRANADA,GRANADA,SECTOR URBANO,M,32,C.C.,S,CONTRATISTA,TÃ‰CNICO,2,Mantenimiento - DistribuciÃ³n,Quemaduras,Apertura o cierre de seccionadores,Arcod ElÃ©ctricos,CAPACITACION PREVENCION RIESGO ELECTRICO SOCIALIZACION ATS PROCEDIMIENTOS SEGUROS DE TRABAJO Y RESOLUCION 1348 DE 2009
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/17/2013,2013,2,07:45:00,20013000,CESAR,AGUSTIN CODAZZI,AGUSTIN CODAZZI,SECTOR URBANO,F,6,OTRO,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Otra,Contacto Indirecto,Se programo retiro de retenida de baja tension para el dia 23 mayo del anno 2013 la cual ya no esta realizando el trabajo para lo que fue instalada
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/17/2017,2017,4,15:48:00,44078000,LA GUAJIRA,BARRANCAS,BARRANCAS,SECTOR URBANO,M,50,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Impericia en operaciÃ³n,Contacto Directo,Se le informo al municipio propietario de dichas redes sobre la no manipulacion por parte de particulares
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,12/19/2010,2010,4,11:13:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,43,C.C.,S,PLANTA,TÃ‰CNICO,243,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de mantenimiento,Arcod ElÃ©ctricos,Salud Ocupacional
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/14/2015,2015,4,08:00:00,44847000,LA GUAJIRA,URIBIA,URIBIA,ZONA RURAL DISPERSA,M,47,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Contacto Indirecto,Se le informo a la comunidad sobre la no manipulacion de las redes electricas sin autorizacion
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,07/26/2012,2012,3,11:45:00,86320000,PUTUMAYO,ORITO,ORITO,ZONA RURAL DISPERSA,M,34,C.C.,S,PLANTA,TECNÃ“LOGO,158,OperaciÃ³n - DistribuciÃ³n,Otra,Otra,Otra,39
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,06/13/2013,2013,2,15:21:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,Accidentes externos,Contacto Indirecto,
30111.0,CONELCA  S.A.S.  E.S.P.,06/30/2016,2016,2,09:00:00,47245000,MAGDALENA,EL BANCO,EL BANCO,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - TransmisiÃ³n,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2247.0,TRANSELCA S.A. E.S.P.,2013-02-04 00:00:00,2013,2,18:30:00,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,SECTOR URBANO,M,37,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - TransmisiÃ³n,Otra,Falta conductor puesta a tierra,Electricidad EstÃ¡tica,Instalacion puestas a tierra en las torrecilla y refuerzo medidas de seguridad
1014.0,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,03/17/2015,2015,1,07:55:00,41001000,HUILA,NEIVA,NEIVA,SECTOR URBANO,M,35,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Quemaduras,Cortocircuito,Contacto Indirecto,Sensibilizacion a la comunidad  frente a peligros de la corriente
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,11/28/2017,2017,4,16:00:00,68190002,SANTANDER,CIMITARRA,PUERTO ARAUJO,SECTOR URBANO,M,20,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,inspeccion en sitio
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,11/13/2013,2013,4,20:00:00,5495000,ANTIOQUIA,NECHI,NECHI,ZONA RURAL DISPERSA,M,51,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,intervension y legalizacion de las redes  para mitigar la condicion de riesgo en la minipulacion de particulares
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2020-10-01 00:00:00,2020,1,10:55:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,ZONA RURAL DISPERSA,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2017-05-07 00:00:00,2017,3,07:20:00,5234000,ANTIOQUIA,DABEIBA,DABEIBA,ZONA RURAL DISPERSA,F,10,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,Contacto Indirecto,se realizaron los trabajos correctivos en redes eliminando el riesgo
2073.0,EMPRESA DE ENERGÃA DE PEREIRA S.A. ESP.,2011-02-11 00:00:00,2011,4,18:00:00,66170000,RISARALDA,DOSQUEBRADAS,DOSQUEBRADAS,SECTOR URBANO,F,39,C.C.,N,NO APLICA,BACHILLER,11111,,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,GUARDAR DISTANCIAS DE SEGURIDAD MEDIANTE EL RETIRO DE LA RED
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,12/14/2013,2013,4,13:30:00,68001000,SANTANDER,BUCARAMANGA,BUCARAMANGA,SECTOR URBANO,M,23,C.C.,N,NO APLICA,BACHILLER,11111,Otro - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Directo,NINGUNA
2073.0,EMPRESA DE ENERGÃA DE PEREIRA S.A. ESP.,10/29/2015,2015,4,13:30:00,66001000,RISARALDA,PEREIRA,PEREIRA,SECTOR URBANO,M,40,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,ENTREGA DE CARTILLAS DE SEGURIDAD A LOS USUARIOS
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2014-04-06 00:00:00,2014,2,00:00:00,5861000,ANTIOQUIA,VENECIA,VENECIA,ZONA RURAL DISPERSA,M,99,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,Malos contactos,Contacto Directo,Se recomienda al usuario adecuar la instalacion interna
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2012-09-10 00:00:00,2012,4,16:30:00,70001000,SUCRE,SINCELEJO,SINCELEJO,CENTRO POBLADO,M,60,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,Se procedio a informar a los  habitantes de esa edificacion cual son las distancias minimas para trabajsr cercas de la lineas energizadas segUn RETIE
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/19/2014,2014,2,09:00:00,20178000,CESAR,CHIRIGUANA,CHIRIGUANA,SECTOR URBANO,F,1,OTRO,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Traumatismos,Union y separaciÃ³n constante de materiales aislantes,Contacto Indirecto,Como medida tamada  se desconecto los cables de la red de baja tension quedando la lampara apagada y desconectada
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,09/30/2011,2011,3,10:00:00,5490000,ANTIOQUIA,NECOCLI,NECOCLI,ZONA RURAL DISPERSA,M,99,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de Ã¡reas restringidas,Contacto Directo,CONOCER  LOS RIESGOS ELECTRICOS  QUE SE GENERAN AL MANIPULAR LAS  REDES SIN  LAS  DEVIDAS PRECAUCIONES
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,11/29/2011,2011,4,18:00:00,5266000,ANTIOQUIA,ENVIGADO,ENVIGADO,SECTOR URBANO,M,25,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,Campana  de radio y television sobre uso seguro de la energia
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2011-05-05 00:00:00,2011,2,14:54:00,44378000,LA GUAJIRA,HATONUEVO,HATONUEVO,SECTOR URBANO,M,4,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,Contacto Directo,SE AISLÃ¯Â¿Â¿ RETENIDA SECUNDARIA.
1014.0,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2016-04-10 00:00:00,2016,4,13:00:00,41791000,HUILA,TARQUI,TARQUI,SECTOR URBANO,M,40,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Muerte,Apertura interruptores con carga,Contacto Indirecto,Sensibilizacion a la comunidad  frente a peligros de la corriente
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,03/30/2015,2015,1,17:10:00,68051000,SANTANDER,ARATOCA,ARATOCA,SECTOR URBANO,M,24,OTRO,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,2
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2015-08-07 00:00:00,2015,3,17:59:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,10,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/29/2016,2016,4,07:40:00,44090001,LA GUAJIRA,DIBULLA,LA PUNTA DE LOS REMEDIOS,ZONA RURAL DISPERSA,M,1,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,Impericia en operaciÃ³n,Contacto Directo,NINGUNA
23442.0,COMPAÃ‘IA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,12/18/2017,2017,4,17:12:00,19001000,CAUCA,POPAYAN,POPAYAN,SECTOR URBANO,M,25,C.C.,S,CONTRATISTA,TÃ‰CNICO,6,OperaciÃ³n - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,CortoCircuito,Socializacion de la investigacion del accidente al interior del area - Realizacion de capacitacion sobre distancias de seguridad  y  Exceso de confianza
1846.0,EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P.,03/22/2012,2012,1,09:20:00,86749000,PUTUMAYO,SIBUNDOY,SIBUNDOY,ZONA RURAL DISPERSA,M,49,C.C.,S,PLANTA,TÃ‰CNICO,168,OperaciÃ³n - DistribuciÃ³n,Otra,DesatenciÃ³n de normas tÃ©cnicas,Otra,correctivas y disciplinarias
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,05/27/2015,2015,2,18:27:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Directo,
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/27/2013,2013,1,14:00:00,84330000,,,,SECTOR URBANO,M,12,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de mantenimiento,Contacto Indirecto,Se Picaron tramos de linea y puentes primarios Dejando el sector fuera de peligro
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2012-07-01 00:00:00,2012,1,14:50:00,63001,,,,SECTOR URBANO,F,34,C.C.,N,NO APLICA,OTRO,11111,,Otra,ViolaciÃ³n de distancias de seguridad,TensiÃ³n de Paso,educacion a la ciudadania referente a los riesgos de trabajar cerca de lineas de energia.
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2011-11-03 00:00:00,2011,1,16:40:00,5154000,ANTIOQUIA,CAUCASIA,CAUCASIA,SECTOR URBANO,M,32,C.C.,S,CONTRATISTA,BACHILLER,3,Labores de ComercializaciÃ³n,Quemaduras,Cortocircuito,CortoCircuito,Capacitacion en reglas de oro
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/22/2015,2015,1,19:00:00,47707000,MAGDALENA,SANTA ANA,SANTA ANA,CENTRO POBLADO,F,11,T.I.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Apertura o cierre de seccionadores,Contacto Directo,CAMBIAR PARARRAYO EN MALS ESTADO Y EL SISTEMA DE PUESTA ATIERRA DEL TRANSFORMADOR DONDE SE PRODUJO LA FALLA
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,07/25/2014,2014,3,11:30:00,54001000,NORTE DE SANTANDER,CUCUTA,CUCUTA,SECTOR URBANO,M,42,C.C.,S,CONTRATISTA,TÃ‰CNICO,12,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas a tierra,Contacto Indirecto,Campana de prevencion de riesgo electrico
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/28/2013,2013,3,19:45:00,47001027,MAGDALENA,SANTA MARTA,MARKETALIA (PALOMINITO),CENTRO POBLADO,M,5,OTRO,N,NO APLICA,OTRO,11111,Otro - ComercializaciÃ³n,Quemaduras,Otra,Contacto Directo,No habia reporte la bol llego al sitio y encontro retenida del poste de emp de Telecomunicacion Movistar energizada por lampara de Alumbrado Publico se aislo la lampara y la retenida se desenergizo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2012-12-05 00:00:00,2012,2,07:20:00,47001027,MAGDALENA,SANTA MARTA,MARKETALIA (PALOMINITO),SECTOR URBANO,M,28,C.C.,N,NO APLICA,TÃ‰CNICO SENA,11111,Otro - DistribuciÃ³n,Muerte,Otra,Arcod ElÃ©ctricos,Se suspendiÃ¯Â¿Â¿ todo tipo de trabajo para este  vehÃ¯Â¿Â¿culo Canasta Placa T9008 hasta que cumpla  con las pruebas requeridas. .
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/21/2014,2014,1,10:31:00,47245018,MAGDALENA,EL BANCO,GUACAMAYAL,ZONA RURAL DISPERSA,M,1,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,ElectrÃ³lisis,Fallas de mantenimiento,Contacto Indirecto,Se realizo el cambio de las barbachas y se coloco fusibles de 5 amperios en el arranque del ramal se dialogo con los finqueros para que no dejen manipular los seccionamientos de este ramal Se procedio
